age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,CLIENT_ID
56, Private,220187, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1,27303
44, Private,206878, HS-grad,9.0, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States,0,10367
26, Private,247025, Some-college,, Never-married,, Not-in-family, White, Male,0,0,40, United-States,0,873
30, Federal-gov,76313, HS-grad,9.0, Married-civ-spouse, Armed-Forces, Other-relative, Amer-Indian-Eskimo, Male,0,0,48, United-States,0,6201
32, ?,169886, Bachelors,13.0, Never-married, ?, Not-in-family, White, Female,0,0,20, ?,0,7990
20, ?,174714, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,16, United-States,0,26107
38, Self-emp-not-inc,115215, 10th,6.0, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,25703
39, Self-emp-inc,34180, Assoc-voc,11.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,1,12919
42, Federal-gov,46366, HS-grad,9.0, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0,15368
23, Private,45713, Some-college,10.0, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0,10328
38, Private,238721, Assoc-acdm,12.0, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0,29204
67, Private,264095, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,9386,0,24, Cuba,1,32501
46, Private,128047, Some-college,10.0, Separated, Sales, Not-in-family, White, Male,0,0,42, United-States,0,19213
49, Private,298130, 7th-8th,4.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,5419
61, Private,119684, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,20, United-States,1,19182
51, Private,154342, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States,1,31140
22, Private,197838, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,20339
40, Private,254167, 10th,6.0, Separated, Transport-moving, Own-child, White, Male,0,0,35, United-States,0,23153
33, Private,86492, HS-grad,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0,0,87, United-States,0,9602
43, Private,239161, Some-college,, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0,659
42, Self-emp-inc,184018, HS-grad,9.0, Divorced, Sales, Unmarried, White, Male,1151,0,50, United-States,0,11231
57, Local-gov,52267, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States,0,7672
20, Private,224640, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0,25800
44, Self-emp-inc,118212, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, United-States,1,7612
44, Local-gov,83286, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1,8439
63, Private,183608, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,1352
47, Self-emp-inc,156728, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0,17574
23, Federal-gov,216853, Assoc-voc,, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States,0,395
50, Private,158284, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,7321
46, Private,106255, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,9910
60, Private,252413, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,32, United-States,1,16593
32, ?,30499, Bachelors,13.0, Divorced, ?, Unmarried, White, Female,0,0,32, United-States,0,2189
44, Private,172032, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,19447
44, Private,159297, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, ?,1,27718
23, Private,240398, Bachelors,13.0, Never-married, Sales, Not-in-family, Black, Male,0,0,15, United-States,0,7077
44, Self-emp-inc,95150, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,15644
20, Private,172047, Some-college,10.0, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States,0,13116
85, Private,98611, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, Poland,0,26628
35, Private,452283, HS-grad,9.0, Divorced, Sales, Own-child, White, Female,0,0,40, United-States,0,18704
35, Private,196491, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0,26338
30, Private,56004, Some-college,10.0, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,0,16198
44, Private,98211, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,10926
31, Private,87418, Assoc-voc,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,30300
27, Private,177398, HS-grad,9.0, Never-married, Other-service, Unmarried, White, Female,0,0,64, United-States,0,9530
74, Private,145463, 1st-4th,2.0, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,15, United-States,0,6296
21, Private,100462, Assoc-voc,11.0, Never-married, Exec-managerial, Own-child, White, Female,2174,0,60, United-States,0,15634
25, Self-emp-not-inc,136450, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1,10260
28, Private,152951, HS-grad,9.0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,23203
35, Private,352188, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0,13144
48, Private,108557, Bachelors,13.0, Married-civ-spouse, Tech-support, Wife, White, Female,99999,0,40, United-States,1,31478
22, Private,214635, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States,0,20688
40, Private,106698, Assoc-acdm,12.0, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States,0,14746
46, State-gov,27802, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,1,9606
25, Private,51201, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0,26714
31, Private,31600, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,29540
35, Private,42044, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States,0,22282
60, Private,193235, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, United-States,0,12328
29, ?,189765, 5th-6th,3.0, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States,0,27397
40, Local-gov,95639, HS-grad,9.0, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States,0,23355
43, Private,118536, HS-grad,9.0, Divorced, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States,0,3439
46, Private,224559, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0,27471
40, Private,105936, HS-grad,9.0, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0,14329
28, Private,205337, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,23471
22, Private,243923, HS-grad,9.0, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,80, United-States,0,27863
37, Federal-gov,214542, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0,15910
36, Self-emp-not-inc,245090, Bachelors,13.0, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico,0,25721
37, Local-gov,108320, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,1,18630
35, Private,342824, HS-grad,9.0, Never-married, Tech-support, Not-in-family, White, Female,1151,0,40, United-States,0,15460
36, Private,203717, HS-grad,9.0, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0,14902
37, Private,65390, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0,19853
34, State-gov,252529, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States,0,27984
31, Private,159737, 10th,6.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0,15840
61, Private,243283, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,29556
53, Federal-gov,266598, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,2055
46, Self-emp-inc,200949, Bachelors,13.0, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,50, ?,0,18009
46, Private,380162, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States,1,6941
59, Private,230039, HS-grad,9.0, Never-married, Exec-managerial, Unmarried, White, Female,0,625,38, United-States,0,9263
65, Local-gov,254413, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,6571
35, Private,54576, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,11766
57, Local-gov,47392, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,13130
34, Private,62165, Some-college,10.0, Never-married, Sales, Other-relative, Black, Male,0,0,30, United-States,0,21105
63, Self-emp-not-inc,122442, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, United-States,0,22398
31, Private,240283, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1,27110
34, Private,183778, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,27741
63, Self-emp-not-inc,174181, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States,0,4579
48, Private,114561, Bachelors,13.0, Married-spouse-absent, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,36, Philippines,1,13356
20, Private,258490, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,0,8026
36, Private,174887, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0,11333
53, ?,150393, HS-grad,9.0, Never-married, ?, Not-in-family, White, Male,0,1504,35, United-States,0,26465
19, Private,282698, 7th-8th,4.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,80, United-States,0,28697
28, Self-emp-not-inc,226198, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,3336
34, State-gov,156292, HS-grad,9.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0,1169
72, Private,177769, 10th,6.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States,0,27969
18, Private,205894, 11th,7.0, Never-married, Sales, Own-child, White, Male,0,0,15, United-States,0,1679
47, Private,503454, 12th,8.0, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States,0,8031
20, Private,210781, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0,12719
29, Private,304595, Masters,14.0, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,1,16232
40, Private,111020, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0,29832
20, Private,192711, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States,0,14407
64, Self-emp-not-inc,253296, HS-grad,9.0, Widowed,, Other-relative, White, Female,0,0,40, United-States,0,396
55, Private,147989, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,52, United-States,0,25033
50, Private,161438, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,7361
31, Self-emp-not-inc,81030, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,2720
52, Local-gov,255927, Some-college,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States,0,29751
53, Private,30244, Assoc-acdm,12.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1,9393
29, Private,185019, 12th,8.0, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States,0,17606
23, ?,164574, Assoc-acdm,12.0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,31333
39, Private,333305, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, United-States,1,20801
45, Private,107787, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada,0,32273
65, Self-emp-inc,81413, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2352,65, United-States,0,28525
58, Private,194733, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,1243
34, Private,346034, 12th,8.0, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,35, Mexico,0,11496
36, Private,94954, HS-grad,9.0, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States,0,30846
31, Private,73796, Some-college,10.0, Widowed, Exec-managerial, Unmarried, White, Female,0,0,30, United-States,0,13653
35, Private,197719, Some-college,10.0, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States,0,25820
36, Self-emp-not-inc,179896, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,3137,0,40, United-States,0,25217
18, Private,120691, Some-college,10.0, Never-married, Other-service, Own-child, Black, Male,0,0,35, ?,0,19941
27, Private,255582, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0,25730
30, Private,178587, Assoc-voc,11.0, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0,9523
38, Private,63509, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0,11423
50, Federal-gov,176969, HS-grad,9.0, Divorced, Prof-specialty, Not-in-family, White, Male,0,1590,40, United-States,0,2589
37, Private,249208, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,1,21257
35, Private,87556, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1,18482
25, ?,39901, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States,0,16957
20, Private,157595, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,19813
22, Private,225156, HS-grad,9.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,1904
52, Self-emp-inc,234286, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States,1,8193
49, Private,423222, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,16035
44, ?,191982, Some-college,10.0, Divorced, ?, Unmarried, White, Female,0,0,10, Poland,0,30632
30, State-gov,54318, 11th,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,4145
20, Private,204641, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States,0,24002
28, Private,315287, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,0,27504
25, Private,109009, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,32389
54, Private,53833, 5th-6th,3.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1,27867
49, Private,168211, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States,1,23063
51, Private,163921, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States,1,28502
35, Self-emp-not-inc,372525, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,15490
57, Self-emp-not-inc,177271, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,0,8136
27, Private,210498, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,1,18806
56, Self-emp-not-inc,115422, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,0,21847
26, Private,257910, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States,0,31199
